Player,Year,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Cherokee Parks,1996,250,29,216.0,25.0,32.0,101,247,869.0,64,7.0,26.0,94,221
Theo Ratliff,1996,341,13,297.0,16.0,116.0,128,230,1305.0,75,0.0,1.0,128,229
Bryant Reeves,1996,1021,109,570.0,43.0,55.0,401,877,2460.0,77,0.0,3.0,401,874
Don Reid,1996,263,11,203.0,47.0,40.0,106,187,997.0,69,0.0,0.0,106,187
Terrence Rencher,1996,106,54,44.0,16.0,2.0,33,100,405.0,36,9.0,29.0,24,71
Shawn Respert,1996,303,68,74.0,32.0,4.0,113,292,845.0,62,42.0,122.0,71,170
Lou Roe,1996,90,15,78.0,10.0,8.0,32,90,372.0,49,2.0,9.0,30,81
Stefano Rusconi,1996,8,3,6.0,0.0,2.0,3,9,30.0,7,0.0,0.0,3,9
Arvydas Sabonis*,1996,1058,130,588.0,64.0,78.0,394,723,1735.0,73,39.0,104.0,355,619
Joe Smith,1996,1251,79,717.0,85.0,134.0,469,1024,2821.0,82,10.0,28.0,459,996
Eric Snow,1996,115,73,43.0,28.0,0.0,42,100,389.0,43,2.0,10.0,40,90
Jerry Stackhouse,1996,1384,278,265.0,76.0,79.0,452,1091,2701.0,72,93.0,292.0,359,799
Damon Stoudamire,1996,1331,653,281.0,98.0,19.0,481,1129,2865.0,70,133.0,337.0,348,792
Bob Sura,1996,422,233,135.0,56.0,21.0,148,360,1150.0,79,27.0,78.0,121,282
Larry Sykes,1996,0,0,2.0,0.0,0.0,0,0,2.0,1,0.0,0.0,0,0
Kurt Thomas,1996,666,46,439.0,47.0,36.0,274,547,1655.0,74,0.0,2.0,274,545
Gary Trent,1996,518,50,238.0,25.0,11.0,220,429,1219.0,69,0.0,9.0,220,420
Logan Vander,1996,9,1,6.0,0.0,0.0,3,14,31.0,15,0.0,5.0,3,9
David Vaughn,1996,64,8,80.0,6.0,15.0,27,80,266.0,33,0.0,1.0,27,79
Rasheed Wallace,1996,655,85,303.0,42.0,54.0,275,565,1788.0,65,27.0,82.0,248,483
Jeff Webster,1996,18,3,7.0,4.0,0.0,8,23,58.0,11,2.0,6.0,6,17
Dwayne Whitfield,1996,40,2,25.0,3.0,2.0,13,30,122.0,8,0.0,0.0,13,30
Eric Williams,1996,685,70,217.0,56.0,11.0,241,546,1470.0,64,3.0,10.0,238,536
Corliss Williamson,1996,297,23,114.0,11.0,9.0,125,268,609.0,53,0.0,3.0,125,265
George Zidek,1996,281,16,183.0,9.0,7.0,105,248,888.0,71,0.0,0.0,105,248
Shareef Abdur-Rahim,1997,1494,175,555.0,79.0,79.0,550,1214,2802.0,80,7.0,27.0,543,1187
Ray Allen,1997,1102,210,326.0,75.0,10.0,390,908,2532.0,82,117.0,298.0,273,610
Shandon Anderson,1997,386,49,179.0,27.0,8.0,147,318,1066.0,65,24.0,47.0,123,271
Dexter Boney,1997,19,0,6.0,2.0,1.0,6,19,48.0,8,1.0,6.0,5,13
Bruce Bowen,1997,0,0,0.0,0.0,1.0,0,0,1.0,1,0.0,0.0,0,0
Mark Bradtke,1997,59,7,68.0,5.0,5.0,25,58,251.0,36,0.0,0.0,25,58
Marcus Brown,1997,82,20,15.0,8.0,2.0,28,70,184.0,21,13.0,32.0,15,38
Kobe Bryant,1997,539,91,132.0,49.0,23.0,176,422,1103.0,71,51.0,136.0,125,286
Marcus Camby,1997,935,97,394.0,66.0,130.0,375,778,1897.0,63,2.0,14.0,373,764
Jimmy Carruth,1997,5,0,4.0,0.0,2.0,2,3,21.0,4,0.0,0.0,2,3
Erick Dampier,1997,370,43,294.0,19.0,73.0,131,336,1052.0,72,1.0,1.0,130,335
Ben Davis,1997,29,0,27.0,4.0,1.0,10,26,98.0,20,0.0,0.0,10,26
Emanual Davis,1997,65,26,22.0,9.0,2.0,24,54,230.0,13,12.0,27.0,12,27
Tony Delk,1997,332,99,99.0,36.0,6.0,119,256,867.0,61,52.0,112.0,67,144
Aleksandar Djordjevic,1997,25,5,5.0,0.0,0.0,8,16,61.0,8,5.0,7.0,3,9
Nate Driggers,1997,36,6,22.0,3.0,2.0,13,43,132.0,15,0.0,9.0,13,34
Brian Evans,1997,20,7,8.0,1.0,2.0,8,22,59.0,14,4.0,8.0,4,14
Jamie Feick,1997,151,26,214.0,16.0,14.0,56,157,624.0,41,5.0,14.0,51,143
Derek Fisher,1997,309,119,97.0,41.0,5.0,104,262,921.0,80,22.0,73.0,82,189
Todd Fuller,1997,304,24,249.0,10.0,20.0,114,266,949.0,75,0.0,0.0,114,266
Dean Garrett,1997,542,38,495.0,40.0,95.0,223,389,1665.0,68,0.0,0.0,223,389
Reggie Geary,1997,57,36,15.0,13.0,2.0,22,58,246.0,39,8.0,21.0,14,37
Devin Gray,1997,18,2,14.0,4.0,0.0,8,26,49.0,6,0.0,0.0,8,26
Evric Gray,1997,13,2,3.0,1.0,0.0,4,15,42.0,5,1.0,4.0,3,11
Darvin Ham,1997,83,14,56.0,9.0,8.0,33,62,318.0,36,0.0,0.0,33,62
Steve Hamer,1997,76,7,60.0,2.0,4.0,30,57,268.0,35,0.0,2.0,30,55
Othella Harrington,1997,273,18,198.0,12.0,22.0,112,204,860.0,57,0.0,3.0,112,201
Michael Hawkins,1997,80,64,31.0,16.0,1.0,29,68,326.0,29,10.0,31.0,19,37
Shane Heal,1997,75,33,18.0,3.0,3.0,26,97,236.0,43,20.0,65.0,6,32
Mark Hendrickson,1997,85,3,92.0,10.0,4.0,32,77,301.0,29,3.0,12.0,29,65
Allen Iverson*,1997,1787,567,312.0,157.0,24.0,625,1504,3045.0,76,155.0,455.0,470,1049
Kerry Kittles,1997,1347,249,319.0,157.0,35.0,507,1189,3012.0,82,158.0,419.0,349,770
Travis Knight,1997,342,39,319.0,31.0,58.0,140,275,1156.0,71,0.0,0.0,140,275
Priest Lauderdale,1997,111,12,43.0,1.0,9.0,49,89,180.0,35,0.0,1.0,49,88
Randy Livingston,1997,251,155,94.0,39.0,12.0,100,229,981.0,64,9.0,22.0,91,207
Horacio Llamas,1997,34,4,18.0,10.0,5.0,15,28,101.0,20,0.0,0.0,15,28
Matt Maloney,1997,767,303,160.0,82.0,1.0,271,615,2386.0,82,154.0,381.0,117,234
Stephon Marbury,1997,1057,522,184.0,67.0,19.0,355,871,2324.0,67,102.0,288.0,253,583
Walter McCarty,1997,64,13,23.0,7.0,9.0,26,68,192.0,35,4.0,14.0,22,54
Amal McCaskill,1997,28,7,22.0,3.0,5.0,10,32,109.0,17,0.0,2.0,10,30
Jeff McInnis,1997,65,18,6.0,2.0,1.0,23,49,117.0,13,12.0,26.0,11,23
Martin Muursepp,1997,156,20,67.0,12.0,11.0,54,131,348.0,42,4.0,24.0,50,107
Steve Nash,1997,213,138,63.0,20.0,0.0,74,175,684.0,65,23.0,55.0,51,120
Ruben Nembhard,1997,40,17,8.0,9.0,0.0,16,37,113.0,10,0.0,6.0,16,31
Gaylon Nickerson,1997,15,1,5.0,1.0,1.0,4,12,42.0,4,0.0,2.0,4,10
Moochie Norris,1997,12,23,12.0,4.0,0.0,4,22,89.0,8,2.0,10.0,2,12
Jermaine O'Neal,1997,185,8,124.0,2.0,26.0,69,153,458.0,45,0.0,1.0,69,152
Ray Owes,1997,177,15,163.0,15.0,20.0,75,180,592.0,57,1.0,5.0,74,175
Vitaly Potapenko,1997,465,40,217.0,26.0,34.0,186,423,1238.0,80,1.0,2.0,185,421
Chris Robinson,1997,188,65,71.0,28.0,9.0,69,182,681.0,41,34.0,89.0,35,93
Roy Rogers,1997,543,46,386.0,21.0,163.0,244,483,1848.0,82,1.0,1.0,243,482
Malik Rose,1997,160,32,164.0,28.0,17.0,61,128,525.0,54,0.0,2.0,61,126
Kevin Salvadori,1997,37,10,25.0,2.0,13.0,12,33,154.0,23,0.0,0.0,12,33
Jason Sasser,1997,19,2,8.0,3.0,0.0,9,23,69.0,8,1.0,3.0,8,20
Brent Scott,1997,19,3,9.0,1.0,1.0,8,17,55.0,16,0.0,0.0,8,17
James Scott,1997,1,3,6.0,2.0,0.0,0,8,32.0,8,0.0,4.0,0,4
Shawnelle Scott,1997,20,0,16.0,0.0,3.0,8,16,50.0,16,0.0,0.0,8,16
Stevin Smith,1997,14,4,10.0,1.0,0.0,6,18,60.0,8,1.0,6.0,5,12
Matt Steigenga,1997,3,2,3.0,1.0,1.0,1,4,12.0,2,0.0,2.0,1,2
Joe Stephens,1997,3,0,3.0,3.0,0.0,1,5,9.0,2,1.0,3.0,0,2
Erick Strickland,1997,297,68,90.0,27.0,5.0,102,256,759.0,28,28.0,92.0,74,164
Brett Szabo,1997,153,17,165.0,16.0,32.0,54,121,662.0,70,0.0,1.0,54,120
Antoine Walker,1997,1435,262,741.0,105.0,53.0,576,1354,2970.0,82,52.0,159.0,524,1195
Samaki Walker,1997,214,17,147.0,15.0,22.0,83,187,602.0,43,0.0,1.0,83,186
Ben Wallace,1997,38,2,58.0,8.0,11.0,16,46,197.0,34,0.0,0.0,16,46
John Wallace,1997,325,37,155.0,21.0,25.0,122,236,787.0,68,2.0,4.0,120,232
Donald Whiteside,1997,59,36,12.0,11.0,0.0,18,55,259.0,27,12.0,36.0,6,19
Jerome Williams,1997,49,7,50.0,13.0,1.0,20,51,177.0,33,0.0,0.0,20,51
Lorenzen Wright,1997,561,49,471.0,48.0,60.0,236,491,1936.0,77,1.0,4.0,235,487
Tariq Abdul-Wahad,1998,376,51,116.0,35.0,13.0,144,357,959.0,59,4.0,19.0,140,338
Derek Anderson,1998,770,227,187.0,86.0,13.0,239,586,1839.0,66,17.0,84.0,222,502
Chris Anstey,1998,240,35,157.0,31.0,27.0,92,231,680.0,41,3.0,16.0,89,215
Drew Barry,1998,56,49,35.0,10.0,1.0,18,38,256.0,27,9.0,21.0,9,17
Tony Battie,1998,544,60,351.0,54.0,69.0,234,525,1506.0,65,3.0,14.0,231,511
Chauncey Billups,1998,893,314,190.0,107.0,4.0,280,749,2216.0,80,107.0,325.0,173,424
Etdrick Bohannon,1998,0,1,6.0,0.0,2.0,0,4,11.0,5,0.0,0.0,0,4
Keith Booth,1998,10,1,4.0,0.0,0.0,2,6,17.0,6,0.0,1.0,2,5
Rick Brunson,1998,162,100,56.0,25.0,3.0,49,141,622.0,38,22.0,61.0,27,80
Kelvin Cato,1998,282,23,252.0,29.0,94.0,98,229,1007.0,74,0.0,3.0,98,226
Keith Closs,1998,232,19,168.0,12.0,81.0,93,207,740.0,58,0.0,0.0,93,207
James Collins,1998,59,3,14.0,6.0,3.0,21,55,103.0,23,9.0,20.0,12,35
James Cotton,1998,24,0,6.0,1.0,1.0,8,21,33.0,9,0.0,4.0,8,17
Chris Crawford,1998,150,9,41.0,12.0,7.0,46,110,256.0,40,1.0,3.0,45,107
Austin Croshere,1998,76,8,45.0,9.0,5.0,32,86,243.0,26,4.0,13.0,28,73
William Cunningham,1998,8,1,10.0,2.0,0.0,4,9,39.0,7,0.0,0.0,4,9
Antonio Daniels,1998,579,334,143.0,55.0,10.0,228,548,1956.0,74,11.0,52.0,217,496
Tim Duncan,1998,1731,224,977.0,55.0,206.0,706,1287,3204.0,82,0.0,10.0,706,1277
Tony Farmer,1998,67,5,32.0,10.0,4.0,17,53,169.0,27,2.0,9.0,15,44
Danny Fortson,1998,816,76,448.0,44.0,30.0,276,611,1811.0,80,1.0,3.0,275,608
Adonal Foyle,1998,165,14,184.0,13.0,52.0,69,170,656.0,55,0.0,1.0,69,169
Lawrence Funderburke,1998,493,63,234.0,19.0,15.0,191,390,1094.0,52,1.0,7.0,190,383
Chris Garner,1998,53,45,24.0,21.0,4.0,23,70,293.0,38,4.0,14.0,19,56
Kiwane Garris,1998,68,28,19.0,7.0,1.0,22,65,225.0,28,5.0,14.0,17,51
Ed Gray,1998,227,34,45.0,15.0,11.0,77,202,472.0,30,18.0,46.0,59,156
Derek Grimm,1998,14,0,4.0,3.0,1.0,4,14,34.0,9,4.0,12.0,0,2
Reggie Hanson,1998,6,1,6.0,2.0,1.0,3,6,26.0,8,0.0,0.0,3,6
Jerald Honeycutt,1998,245,33,93.0,20.0,6.0,90,221,530.0,38,29.0,77.0,61,144
Troy Hudson,1998,12,4,2.0,2.0,0.0,6,14,23.0,8,0.0,3.0,6,11
Zydrunas Ilgauskas,1998,1139,71,723.0,52.0,135.0,454,876,2379.0,82,1.0,4.0,453,872
Bobby Jackson,1998,790,317,302.0,105.0,11.0,310,791,2042.0,68,21.0,81.0,289,710
Anthony Johnson,1998,574,329,171.0,64.0,6.0,226,609,2266.0,77,42.0,128.0,184,481
Dontae' Jones,1998,44,5,9.0,2.0,3.0,19,57,91.0,15,6.0,23.0,13,34
Brevin Knight,1998,723,656,253.0,196.0,18.0,261,592,2483.0,80,0.0,7.0,261,585
Rusty LaRue,1998,49,5,8.0,3.0,1.0,20,49,140.0,14,4.0,16.0,16,33
Jason Lawson,1998,26,5,27.0,4.0,4.0,9,15,80.0,17,0.0,0.0,9,15
Michael McDonald,1998,0,0,1.0,0.0,0.0,0,0,4.0,1,0.0,0.0,0,0
Tracy McGrady,1998,451,98,269.0,49.0,61.0,179,398,1179.0,64,14.0,41.0,165,357
Ron Mercer,1998,1221,176,280.0,125.0,17.0,515,1145,2662.0,80,3.0,28.0,512,1117
Marko Milic,1998,92,12,25.0,10.0,0.0,39,64,163.0,33,3.0,6.0,36,58
Jeff Nordgaard,1998,18,3,14.0,2.0,0.0,5,18,48.0,13,0.0,0.0,5,18
Charles O'Bannon,1998,64,17,33.0,9.0,1.0,26,69,234.0,30,0.0,3.0,26,66
Kevin Ollie,1998,123,65,39.0,13.0,0.0,37,98,430.0,35,0.0,1.0,37,97
Anthony Parker,1998,72,19,26.0,11.0,3.0,25,63,196.0,37,9.0,28.0,16,35
Scot Pollard,1998,89,9,74.0,8.0,10.0,35,70,317.0,33,0.0,0.0,35,70
Mark Pope,1998,39,7,26.0,3.0,6.0,14,41,193.0,28,1.0,3.0,13,38
Rodrick Rhodes,1998,337,110,70.0,62.0,10.0,112,305,1070.0,58,2.0,8.0,110,297
Shea Seals,1998,4,0,4.0,1.0,0.0,1,8,9.0,4,0.0,3.0,1,5
God Shammgod,1998,61,36,7.0,7.0,1.0,19,58,146.0,20,0.0,2.0,19,56
Kebu Stewart,1998,40,2,31.0,5.0,2.0,12,26,110.0,15,0.0,0.0,12,26
Michael Stewart,1998,375,61,536.0,29.0,195.0,155,323,1761.0,81,0.0,0.0,155,323
Ed Stokes,1998,3,1,4.0,1.0,2.0,1,3,17.0,4,0.0,0.0,1,3
Johnny Taylor,1998,38,1,13.0,3.0,2.0,13,37,108.0,12,1.0,2.0,12,35
Maurice Taylor,1998,815,53,296.0,34.0,40.0,321,675,1513.0,71,0.0,1.0,321,674
John Thomas,1998,151,17,106.0,22.0,12.0,55,113,535.0,54,0.0,0.0,55,113
Tim Thomas,1998,845,90,288.0,54.0,17.0,306,684,1779.0,77,62.0,171.0,244,513
Keith Van,1998,1219,106,408.0,64.0,25.0,446,1047,2325.0,62,69.0,224.0,377,823
Jacque Vaughn,1998,139,84,38.0,9.0,1.0,44,122,419.0,45,3.0,8.0,41,114
Eric Washington,1998,511,78,127.0,53.0,25.0,201,498,1539.0,66,44.0,137.0,157,361
Bubba Wells,1998,128,34,68.0,15.0,4.0,48,116,395.0,39,1.0,6.0,47,110
DeJuan Wheat,1998,57,25,11.0,6.0,1.0,20,50,150.0,34,8.0,17.0,12,33
Alvin Williams,1998,324,103,81.0,38.0,3.0,125,282,1071.0,54,9.0,28.0,116,254
Brandon Williams,1998,37,3,15.0,6.0,3.0,16,50,140.0,9,3.0,9.0,13,41
Travis Williams,1998,136,20,92.0,18.0,5.0,56,119,365.0,39,0.0,1.0,56,118
Peter Aluma,1999,2,0,2.0,1.0,1.0,1,2,5.0,2,0.0,0.0,1,2
Toby Bailey,1999,78,13,54.0,9.0,2.0,34,86,249.0,27,1.0,5.0,33,81
LaMark Baker,1999,0,0,0.0,0.0,0.0,0,1,2.0,1,0.0,0.0,0,1
Corey Benjamin,1999,118,10,40.0,11.0,8.0,44,117,320.0,31,3.0,14.0,41,103
Mike Bibby,1999,662,325,136.0,78.0,5.0,260,605,1758.0,50,15.0,74.0,245,531
Earl Boykins,1999,65,33,17.0,6.0,0.0,30,79,221.0,22,3.0,18.0,27,61
Gerald Brown,1999,80,31,22.0,5.0,1.0,33,89,236.0,33,3.0,10.0,30,79
Cory Carr,1999,171,66,49.0,21.0,7.0,71,216,624.0,42,5.0,30.0,66,186
Vince Carter,1999,913,149,283.0,55.0,77.0,345,766,1760.0,50,19.0,66.0,326,700
Keon Clark,1999,93,10,96.0,10.0,31.0,36,80,409.0,28,0.0,1.0,36,79
Kornel David,1999,308,40,173.0,23.0,17.0,109,243,902.0,50,0.0,1.0,109,242
Ricky Davis,1999,209,58,84.0,30.0,7.0,81,200,557.0,46,2.0,12.0,79,188
Michael Dickerson,1999,547,95,83.0,27.0,11.0,215,462,1558.0,50,71.0,164.0,144,298
Michael Doleac,1999,304,20,148.0,19.0,17.0,125,267,780.0,49,0.0,0.0,125,267
Bryce Drew,1999,118,52,32.0,12.0,4.0,47,129,441.0,34,16.0,49.0,31,80
Marlon Garnett,1999,51,18,21.0,5.0,1.0,15,51,205.0,24,6.0,23.0,9,28
Pat Garrity,1999,217,18,75.0,8.0,3.0,85,170,538.0,39,7.0,18.0,78,152
Paul Grant,1999,4,0,1.0,1.0,0.0,2,6,13.0,6,0.0,0.0,2,6
Matt Harpring,1999,408,45,214.0,30.0,6.0,148,320,1114.0,50,10.0,25.0,138,295
Al Harrington,1999,45,5,39.0,4.0,2.0,18,56,160.0,21,0.0,5.0,18,51
J.R. Henderson,1999,97,22,47.0,9.0,4.0,35,96,331.0,30,2.0,5.0,33,91
Larry Hughes,1999,455,77,189.0,44.0,14.0,170,414,988.0,50,8.0,52.0,162,362
Randell Jackson,1999,114,8,54.0,3.0,11.0,46,108,271.0,27,1.0,7.0,45,101
Sam Jacobson,1999,8,0,3.0,0.0,0.0,3,5,12.0,2,0.0,1.0,3,4
Jerome James,1999,24,1,17.0,2.0,6.0,9,24,42.0,16,0.0,0.0,9,24
Antawn Jamison,1999,449,34,301.0,38.0,16.0,178,394,1058.0,47,3.0,10.0,175,384
Damon Jones,1999,125,42,44.0,13.0,0.0,43,119,344.0,24,25.0,62.0,18,57
Jonathan Kerner,1999,0,0,0.0,0.0,0.0,0,1,5.0,1,0.0,0.0,0,1
Gerard King,1999,23,4,14.0,2.0,1.0,6,14,63.0,19,0.0,0.0,6,14
Raef LaFrentz,1999,166,8,91.0,9.0,17.0,59,129,387.0,12,12.0,31.0,47,98
Rashard Lewis,1999,47,4,25.0,8.0,1.0,19,52,145.0,20,1.0,6.0,18,46
Felipe Lopez,1999,437,62,166.0,49.0,14.0,169,379,1218.0,47,12.0,44.0,157,335
Tyronn Lue,1999,75,25,6.0,5.0,0.0,28,65,188.0,15,7.0,16.0,21,49
Sean Marks,1999,11,0,1.0,1.0,0.0,5,8,28.0,8,0.0,0.0,5,8
Kelly McCarty,1999,4,0,3.0,0.0,0.0,2,3,4.0,2,0.0,0.0,2,3
Jelani McCoy,1999,133,4,79.0,11.0,20.0,56,76,331.0,26,0.0,0.0,56,76
Roshown McLeod,1999,162,14,50.0,2.0,1.0,62,163,348.0,34,1.0,10.0,61,153
Brad Miller,1999,238,22,117.0,9.0,18.0,78,138,469.0,38,1.0,2.0,77,136
Cuttino Mobley,1999,487,121,111.0,44.0,23.0,172,405,1456.0,49,53.0,148.0,119,257
Nazr Mohammed,1999,42,2,37.0,5.0,4.0,15,42,121.0,26,0.0,0.0,15,42
Mikki Moore,1999,4,0,1.0,0.0,0.0,1,1,6.0,2,0.0,0.0,1,1
Makhtar N'Diaye,1999,5,1,5.0,0.0,1.0,1,4,27.0,4,0.0,0.0,1,4
Tyrone Nesby,1999,503,82,175.0,77.0,20.0,182,405,1288.0,50,35.0,96.0,147,309
Rasho Nesterovic,1999,8,1,8.0,0.0,0.0,3,12,30.0,2,0.0,0.0,3,12
Dirk Nowitzki,1999,385,47,162.0,29.0,27.0,136,336,958.0,47,14.0,68.0,122,268
Michael Olowokandi,1999,401,25,357.0,27.0,55.0,172,399,1279.0,45,0.0,0.0,172,399
Andrae Patterson,1999,114,15,65.0,19.0,7.0,43,97,284.0,35,0.0,5.0,43,92
Ruben Patterson,1999,65,2,30.0,5.0,3.0,21,51,144.0,24,1.0,6.0,20,45
Paul Pierce,1999,791,115,309.0,82.0,50.0,284,647,1632.0,48,84.0,204.0,200,443
Casey Shaw,1999,2,0,3.0,0.0,0.0,1,8,14.0,9,0.0,0.0,1,8
Jeffrey Sheppard,1999,40,16,22.0,3.0,0.0,15,39,185.0,18,2.0,7.0,13,32
Miles Simon,1999,2,0,2.0,1.0,0.0,1,5,19.0,5,0.0,2.0,1,3
Alvin Sims,1999,11,5,4.0,2.0,0.0,4,10,25.0,4,1.0,1.0,3,9
Brian Skinner,1999,86,1,53.0,10.0,13.0,33,71,258.0,21,0.0,0.0,33,71
Ryan Stack,1999,47,5,34.0,2.0,11.0,14,37,199.0,18,0.0,0.0,14,37
Vladimir Stepania,1999,127,12,75.0,10.0,23.0,53,125,313.0,23,0.0,3.0,53,122
Peja Stojakovic,1999,402,72,143.0,41.0,7.0,141,373,1025.0,48,57.0,178.0,84,195
Bruno Sundov,1999,4,1,0.0,0.0,0.0,2,7,11.0,3,0.0,0.0,2,7
Robert Traylor,1999,259,38,182.0,44.0,44.0,108,201,786.0,49,0.0,1.0,108,200
Bonzi Wells,1999,31,3,9.0,1.0,1.0,11,20,35.0,7,1.0,3.0,10,17
Tyson Wheeler,1999,4,2,0.0,0.0,0.0,1,1,3.0,1,1.0,1.0,0,0
Jahidi White,1999,49,1,58.0,3.0,11.0,17,32,191.0,20,0.0,0.0,17,32
Jason Williams,1999,641,299,153.0,95.0,1.0,231,617,1805.0,50,100.0,323.0,131,294
Shammond Williams,1999,3,1,0.0,0.0,0.0,0,1,4.0,2,0.0,0.0,0,1
Trevor Winter,1999,0,0,3.0,0.0,0.0,0,0,5.0,1,0.0,0.0,0,0
Korleone Young,1999,13,1,4.0,0.0,0.0,5,10,15.0,3,1.0,4.0,4,6
Rafer Alston,2000,60,70,23.0,12.0,0.0,27,95,361.0,27,3.0,14.0,24,81
Chucky Atkins,2000,782,306,126.0,52.0,3.0,314,741,1626.0,82,57.0,163.0,257,578
William Avery,2000,154,88,40.0,14.0,2.0,56,181,484.0,59,18.0,63.0,38,118
Jonathan Bender,2000,64,3,21.0,1.0,5.0,23,70,130.0,24,2.0,12.0,21,58
Calvin Booth,2000,42,7,32.0,3.0,14.0,16,46,143.0,11,0.0,0.0,16,46
Lazaro Borrell,2000,62,10,40.0,6.0,3.0,28,63,167.0,17,0.0,3.0,28,60
Cal Bowdler,2000,122,14,85.0,14.0,9.0,49,115,423.0,46,0.0,1.0,49,114
Ryan Bowen,2000,131,20,114.0,39.0,13.0,46,117,589.0,52,1.0,9.0,45,108
Ira Bowman,2000,5,1,2.0,1.0,0.0,2,2,20.0,11,0.0,0.0,2,2
A.J. Bramlett,2000,8,0,22.0,1.0,0.0,4,21,61.0,8,0.0,0.0,4,21
Elton Brand,2000,1627,155,810.0,66.0,132.0,630,1306,2999.0,81,0.0,2.0,630,1304
Greg Buckner,2000,275,55,174.0,38.0,20.0,111,233,923.0,48,10.0,26.0,101,207
Rodney Buford,2000,147,21,48.0,10.0,8.0,62,151,386.0,34,7.0,29.0,55,122
Anthony Carter,2000,498,378,199.0,93.0,5.0,201,509,1859.0,79,3.0,23.0,198,486
John Celestand,2000,37,20,11.0,7.0,0.0,15,45,185.0,16,2.0,9.0,13,36
Vonteego Cummings,2000,706,247,184.0,91.0,13.0,265,655,1793.0,75,49.0,151.0,216,504
Baron Davis,2000,486,309,165.0,97.0,19.0,182,433,1523.0,82,25.0,111.0,157,322
Derrick Dial,2000,40,5,26.0,1.0,1.0,17,46,95.0,8,3.0,12.0,14,34
Obinna Ekezie,2000,125,8,92.0,9.0,4.0,41,88,351.0,39,0.0,0.0,41,88
Evan Eschmeyer,2000,91,21,108.0,8.0,21.0,38,72,373.0,31,0.0,0.0,38,72
Jeff Foster,2000,43,5,32.0,5.0,1.0,13,23,86.0,19,0.0,1.0,13,22
Steve Francis,2000,1388,507,409.0,118.0,29.0,497,1117,2776.0,77,107.0,310.0,390,807
Devean George,2000,155,12,75.0,10.0,4.0,56,144,345.0,49,16.0,47.0,40,97
Dion Glover,2000,195,27,38.0,15.0,4.0,66,171,446.0,30,12.0,45.0,54,126
Adrian Griffin,2000,485,177,372.0,116.0,15.0,175,413,1927.0,72,16.0,57.0,159,356
Richard Hamilton,2000,639,108,129.0,28.0,6.0,254,605,1373.0,71,28.0,77.0,226,528
Chris Herren,2000,141,111,52.0,15.0,2.0,45,124,597.0,45,24.0,67.0,21,57
Derek Hood,2000,0,0,1.0,0.0,0.0,0,3,4.0,2,0.0,0.0,0,3
Rick Hughes,2000,82,9,49.0,3.0,1.0,35,72,224.0,21,0.0,1.0,35,71
Jermaine Jackson,2000,7,4,11.0,3.0,0.0,1,11,73.0,7,0.0,1.0,1,10
Tim James,2000,11,2,4.0,0.0,3.0,5,14,23.0,4,0.0,0.0,5,14
Harold Jamison,2000,18,4,21.0,2.0,1.0,7,20,74.0,12,0.0,0.0,7,20
DeMarco Johnson,2000,6,0,7.0,1.0,0.0,3,9,37.0,5,0.0,0.0,3,9
Jumaine Jones,2000,57,5,38.0,6.0,5.0,22,58,138.0,33,2.0,4.0,20,54
Lari Ketner,2000,34,1,34.0,4.0,3.0,13,32,132.0,22,0.0,0.0,13,32
Trajan Langdon,2000,49,11,15.0,5.0,0.0,15,40,145.0,10,8.0,19.0,7,21
Quincy Lewis,2000,283,40,113.0,24.0,15.0,111,298,896.0,74,23.0,63.0,88,235
Todd MacCulloch,2000,206,13,146.0,11.0,37.0,89,161,528.0,56,0.0,0.0,89,161
Corey Maggette,2000,646,61,303.0,24.0,26.0,224,469,1370.0,77,2.0,11.0,222,458
Shawn Marion,2000,520,69,332.0,38.0,53.0,222,471,1260.0,51,4.0,22.0,218,449
Andre Miller,2000,914,476,280.0,84.0,17.0,339,755,2093.0,82,10.0,49.0,329,706
Jason Miskiri,2000,0,1,0.0,0.0,0.0,0,1,3.0,1,0.0,1.0,0,0
Lamar Odom,2000,1259,317,595.0,91.0,95.0,449,1024,2767.0,76,59.0,164.0,390,860
Scott Padgett,2000,120,25,88.0,14.0,8.0,44,140,432.0,47,13.0,44.0,31,96
Milt Palacio,2000,108,48,51.0,20.0,0.0,43,98,394.0,53,0.0,2.0,43,96
James Posey,2000,662,146,317.0,98.0,33.0,230,536,2052.0,81,82.0,220.0,148,316
Laron Profit,2000,49,25,26.0,7.0,4.0,21,59,225.0,33,3.0,17.0,18,42
Aleksandar Radojevic,2000,7,1,8.0,2.0,1.0,2,7,24.0,3,0.0,0.0,2,7
Ryan Robertson,2000,5,0,0.0,0.0,0.0,2,6,25.0,1,0.0,2.0,2,4
Eddie Robinson,2000,471,32,184.0,48.0,25.0,212,386,1112.0,67,0.0,4.0,212,382
Michael Ruffin,2000,159,44,250.0,26.0,26.0,58,138,975.0,71,0.0,0.0,58,138
Wally Szczerbiak,2000,845,201,272.0,58.0,23.0,342,669,2171.0,73,28.0,78.0,314,591
Jason Terry,2000,657,346,166.0,90.0,10.0,249,600,1888.0,81,46.0,157.0,203,443
Jamel Thomas,2000,17,6,5.0,1.0,0.0,8,18,46.0,7,0.0,3.0,8,15
Kenny Thomas,2000,594,113,437.0,54.0,22.0,212,531,1797.0,72,32.0,122.0,180,409
Mirsad Turkcan,2000,33,5,33.0,3.0,1.0,14,38,90.0,17,0.0,6.0,14,32
